session_id,user_id,session_start,session_end,session_date,session_duration_seconds,device_type,traffic_source,country,customer_segment,ab_variant,is_returning_user,has_landing_page,has_product_view,has_add_to_cart,has_checkout_started,has_payment_started,has_purchase,reached_landing_page,reached_product_view,reached_add_to_cart,reached_checkout_started,reached_payment_started,reached_purchase,furthest_step_reached,funnel_stage_order,funnel_stage_reached,total_events_count,order_id,order_revenue,is_converting_session
SES-000037478,USR-00010067,2025-08-01 03:52:23,2025-08-01 03:53:02.715942,2025-08-01,39,Mobile,Organic Search,US,VIP,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000037487,USR-00003468,2025-08-01 04:54:07,2025-08-01 04:54:38.940306,2025-08-01,31,Mobile,Direct,UK,Bargain,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000037491,USR-00010341,2025-08-01 05:30:22,2025-08-01 05:30:37.404385,2025-08-01,15,Desktop,Email,US,VIP,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000037520,USR-00029697,2025-08-01 07:59:22,2025-08-01 07:59:47.30939,2025-08-01,25,Mobile,Email,US,VIP,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000037524,USR-00000275,2025-08-01 08:08:17,2025-08-01 08:08:26.971701,2025-08-01,9,Desktop,Organic Search,UK,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000037565,USR-00009561,2025-08-01 11:03:08,2025-08-01 11:04:05.585569,2025-08-01,57,Mobile,Paid Search,US,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000037571,USR-00014700,2025-08-01 11:16:48,2025-08-01 11:17:30.278859,2025-08-01,42,Desktop,Email,US,VIP,control,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000037646,USR-00024343,2025-08-01 18:14:23,2025-08-01 18:15:41.641721,2025-08-01,78,Desktop,Email,UK,Bargain,treatment,false,true,true,true,true,false,false,1,1,1,1,0,0,4,4,4_checkout_started,4,,0.000,0
SES-000037667,USR-00006448,2025-08-01 20:22:25,2025-08-01 20:23:13.184599,2025-08-01,48,Desktop,Direct,AU,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000037705,USR-00005173,2025-08-01 23:53:51,2025-08-01 23:54:16.06679,2025-08-01,25,Mobile,Direct,US,VIP,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000037716,USR-00001369,2025-08-02 01:04:24,2025-08-02 01:04:35.684636,2025-08-02,11,Mobile,Email,CA,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000037736,USR-00021605,2025-08-02 02:17:23,2025-08-02 02:18:39.22681,2025-08-02,76,Desktop,Direct,US,Regular,control,false,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000037749,USR-00012736,2025-08-02 03:15:55,2025-08-02 03:16:04.603948,2025-08-02,9,Mobile,Direct,US,Regular,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000037870,USR-00018493,2025-08-02 12:53:21,2025-08-02 12:53:49.995765,2025-08-02,28,Desktop,Email,UK,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000037875,USR-00022576,2025-08-02 13:24:01,2025-08-02 13:24:23.464806,2025-08-02,22,Mobile,Direct,US,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000037878,USR-00005281,2025-08-02 13:29:35,2025-08-02 13:30:15.435652,2025-08-02,40,Mobile,Organic Search,FR,VIP,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000037909,USR-00006108,2025-08-02 15:40:40,2025-08-02 15:41:00.67686,2025-08-02,20,Mobile,Email,US,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000037943,USR-00017526,2025-08-02 18:44:17,2025-08-02 18:44:44.343495,2025-08-02,27,Mobile,Direct,US,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000037986,USR-00005211,2025-08-02 21:35:54,2025-08-02 21:36:29.022706,2025-08-02,35,Tablet,Organic Search,US,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000038031,USR-00015880,2025-08-03 00:51:37,2025-08-03 00:52:16.878172,2025-08-03,39,Mobile,Email,US,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000038075,USR-00018400,2025-08-03 03:56:50,2025-08-03 03:59:08.108072,2025-08-03,138,Desktop,Direct,AU,Regular,control,true,true,true,true,true,true,false,1,1,1,1,1,0,5,5,5_payment_started,5,,0.000,0
SES-000038091,USR-00010550,2025-08-03 05:07:22,2025-08-03 05:07:35.713866,2025-08-03,13,Mobile,Paid Search,US,VIP,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000038130,USR-00007365,2025-08-03 09:04:04,2025-08-03 09:04:29.01091,2025-08-03,25,Desktop,Organic Search,US,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000038192,USR-00016631,2025-08-03 13:52:40,2025-08-03 13:52:49.865705,2025-08-03,9,Mobile,Paid Search,US,Regular,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000038197,USR-00006896,2025-08-03 14:16:05,2025-08-03 14:17:32.287935,2025-08-03,87,Desktop,Email,US,VIP,control,true,true,true,true,true,false,false,1,1,1,1,0,0,4,4,4_checkout_started,4,,0.000,0
SES-000038202,USR-00024855,2025-08-03 14:34:31,2025-08-03 14:35:44.870451,2025-08-03,73,Mobile,Email,US,Regular,treatment,true,true,true,true,true,false,false,1,1,1,1,0,0,4,4,4_checkout_started,4,,0.000,0
SES-000038205,USR-00023890,2025-08-03 14:59:04,2025-08-03 14:59:10.004626,2025-08-03,6,Mobile,Organic Search,US,Bargain,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000038212,USR-00020516,2025-08-03 15:52:23,2025-08-03 15:52:57.060036,2025-08-03,34,Mobile,Email,US,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000038364,USR-00028602,2025-08-04 04:39:53,2025-08-04 04:40:08.087489,2025-08-04,15,Mobile,Paid Search,US,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000038366,USR-00012687,2025-08-04 04:44:37,2025-08-04 04:47:46.609702,2025-08-04,189,Tablet,Email,CA,Regular,control,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000038391,USR-00015605,2025-08-04 06:28:07,2025-08-04 06:28:30.430313,2025-08-04,23,Mobile,Social,US,Bargain,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000038415,USR-00026475,2025-08-04 08:53:04,2025-08-04 08:53:29.809562,2025-08-04,25,Mobile,Organic Search,UK,Bargain,control,false,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000038424,USR-00014310,2025-08-04 09:32:59,2025-08-04 09:33:08.663596,2025-08-04,9,Mobile,Organic Search,US,Regular,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000038433,USR-00026449,2025-08-04 10:14:25,2025-08-04 10:14:45.525442,2025-08-04,20,Mobile,Direct,US,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000038440,USR-00029176,2025-08-04 10:40:08,2025-08-04 10:40:42.861227,2025-08-04,34,Mobile,Social,UK,Regular,treatment,false,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000038509,USR-00018575,2025-08-04 17:05:10,2025-08-04 17:05:26.856369,2025-08-04,16,Mobile,Paid Search,CA,Regular,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000038614,USR-00018361,2025-08-05 01:20:03,2025-08-05 01:20:13.200586,2025-08-05,10,Mobile,Social,US,Bargain,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000038653,USR-00009058,2025-08-05 03:59:36,2025-08-05 04:00:00.681024,2025-08-05,24,Mobile,Organic Search,DE,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000038656,USR-00020056,2025-08-05 04:11:33,2025-08-05 04:11:55.333899,2025-08-05,22,Desktop,Organic Search,US,Bargain,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000038674,USR-00015888,2025-08-05 05:33:22,2025-08-05 05:34:04.857387,2025-08-05,42,Mobile,Direct,US,VIP,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000038706,USR-00028791,2025-08-05 08:27:10,2025-08-05 08:27:26.719509,2025-08-05,16,Mobile,Organic Search,US,VIP,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000038728,USR-00009138,2025-08-05 10:32:47,2025-08-05 10:33:36.683743,2025-08-05,49,Mobile,Paid Search,US,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000038764,USR-00026202,2025-08-05 13:13:21,2025-08-05 13:13:53.524424,2025-08-05,32,Mobile,Organic Search,DE,Regular,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000038918,USR-00005404,2025-08-06 02:06:41,2025-08-06 02:07:07.263678,2025-08-06,26,Desktop,Direct,FR,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000038938,USR-00015186,2025-08-06 03:30:56,2025-08-06 03:31:21.549897,2025-08-06,25,Desktop,Social,US,Bargain,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000038944,USR-00028341,2025-08-06 03:52:03,2025-08-06 03:52:41.343007,2025-08-06,38,Desktop,Organic Search,UK,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000038978,USR-00017916,2025-08-06 05:54:08,2025-08-06 05:54:16.079788,2025-08-06,8,Desktop,Paid Search,CA,Bargain,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000039016,USR-00025630,2025-08-06 09:12:22,2025-08-06 09:12:40.288139,2025-08-06,18,Desktop,Social,US,Bargain,treatment,false,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000039039,USR-00009543,2025-08-06 11:51:33,2025-08-06 11:51:53.378374,2025-08-06,20,Mobile,Email,US,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000039041,USR-00008514,2025-08-06 12:04:41,2025-08-06 12:04:46.389484,2025-08-06,5,Mobile,Direct,US,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000039056,USR-00013500,2025-08-06 12:57:39,2025-08-06 12:58:02.885606,2025-08-06,23,Mobile,Organic Search,US,Bargain,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000039064,USR-00020308,2025-08-06 13:27:04,2025-08-06 13:27:32.165062,2025-08-06,28,Mobile,Paid Search,US,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000039085,USR-00021791,2025-08-06 15:24:16,2025-08-06 15:24:26.899673,2025-08-06,10,Mobile,Paid Search,CA,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000039177,USR-00016031,2025-08-06 22:06:04,2025-08-06 22:09:21.277252,2025-08-06,197,Mobile,Direct,US,Regular,control,true,true,true,true,true,true,false,1,1,1,1,1,0,5,5,5_payment_started,5,,0.000,0
SES-000039187,USR-00024586,2025-08-06 22:34:29,2025-08-06 22:34:53.966317,2025-08-06,24,Mobile,Direct,CA,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000039189,USR-00008442,2025-08-06 22:46:44,2025-08-06 22:46:50.166542,2025-08-06,6,Mobile,Referral,US,VIP,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000039191,USR-00022187,2025-08-06 22:50:33,2025-08-06 22:50:54.607697,2025-08-06,21,Mobile,Social,US,Regular,control,false,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000039235,USR-00009425,2025-08-07 02:00:08,2025-08-07 02:00:35.437263,2025-08-07,27,Mobile,Direct,US,VIP,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000039288,USR-00006484,2025-08-07 05:32:14,2025-08-07 05:32:39.116955,2025-08-07,25,Desktop,Organic Search,DE,Regular,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000039298,USR-00019543,2025-08-07 06:10:45,2025-08-07 06:11:20.050636,2025-08-07,35,Desktop,Direct,US,Bargain,control,false,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000039311,USR-00017375,2025-08-07 06:54:51,2025-08-07 06:55:35.124361,2025-08-07,44,Desktop,Organic Search,US,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000039317,USR-00011523,2025-08-07 07:29:01,2025-08-07 07:29:26.699811,2025-08-07,25,Mobile,Direct,FR,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000039329,USR-00014651,2025-08-07 08:32:53,2025-08-07 08:34:31.62606,2025-08-07,98,Mobile,Email,US,VIP,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000039385,USR-00023216,2025-08-07 13:38:57,2025-08-07 13:39:29.939109,2025-08-07,32,Mobile,Organic Search,DE,VIP,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000039411,USR-00019738,2025-08-07 15:22:47,2025-08-07 15:23:40.70531,2025-08-07,53,Desktop,Email,UK,Regular,treatment,false,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000039428,USR-00019308,2025-08-07 16:42:17,2025-08-07 16:43:14.265858,2025-08-07,57,Tablet,Paid Search,UK,Regular,treatment,false,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000039456,USR-00017267,2025-08-07 18:28:32,2025-08-07 18:29:20.310703,2025-08-07,48,Desktop,Direct,US,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000039458,USR-00001313,2025-08-07 18:42:30,2025-08-07 18:44:49.33963,2025-08-07,139,Mobile,Paid Search,US,VIP,control,true,true,true,true,true,false,false,1,1,1,1,0,0,4,4,4_checkout_started,4,,0.000,0
SES-000039468,USR-00001190,2025-08-07 19:53:02,2025-08-07 19:53:40.044512,2025-08-07,38,Desktop,Organic Search,US,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000039520,USR-00008368,2025-08-08 00:36:51,2025-08-08 00:37:13.419712,2025-08-08,22,Mobile,Direct,US,Bargain,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000039593,USR-00016566,2025-08-08 08:25:59,2025-08-08 08:26:21.831294,2025-08-08,22,Mobile,Organic Search,CA,Bargain,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000039640,USR-00023536,2025-08-08 12:34:40,2025-08-08 12:37:24.16203,2025-08-08,164,Desktop,Email,CA,VIP,control,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000039673,USR-00023926,2025-08-08 15:29:08,2025-08-08 15:29:17.801411,2025-08-08,9,Desktop,Paid Search,AU,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000039694,USR-00011918,2025-08-08 17:38:23,2025-08-08 17:38:33.337663,2025-08-08,10,Desktop,Social,US,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000039746,USR-00013702,2025-08-08 21:42:23,2025-08-08 21:42:55.775931,2025-08-08,32,Mobile,Direct,US,VIP,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000039749,USR-00008786,2025-08-08 21:56:11,2025-08-08 21:56:32.983402,2025-08-08,21,Mobile,Email,US,VIP,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000039774,USR-00021070,2025-08-09 00:22:08,2025-08-09 00:22:25.269593,2025-08-09,17,Mobile,Paid Search,US,Regular,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000039790,USR-00007517,2025-08-09 02:04:55,2025-08-09 02:05:28.359802,2025-08-09,33,Desktop,Organic Search,DE,Bargain,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000039800,USR-00016082,2025-08-09 02:54:56,2025-08-09 02:55:29.675031,2025-08-09,33,Mobile,Paid Search,AU,Bargain,control,false,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000039814,USR-00021900,2025-08-09 04:19:42,2025-08-09 04:20:05.293933,2025-08-09,23,Desktop,Direct,UK,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000039926,USR-00009952,2025-08-09 13:33:55,2025-08-09 13:34:19.248738,2025-08-09,24,Mobile,Direct,US,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000039935,USR-00018126,2025-08-09 14:33:32,2025-08-09 14:34:02.558661,2025-08-09,30,Mobile,Organic Search,CA,VIP,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000039939,USR-00015641,2025-08-09 14:59:54,2025-08-09 15:00:20.705137,2025-08-09,26,Mobile,Organic Search,US,VIP,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000039940,USR-00004688,2025-08-09 15:02:41,2025-08-09 15:02:58.444363,2025-08-09,17,Mobile,Social,AU,Bargain,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000039974,USR-00020717,2025-08-09 17:07:22,2025-08-09 17:09:20.105245,2025-08-09,118,Desktop,Email,US,VIP,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000039975,USR-00023536,2025-08-09 17:29:19,2025-08-09 17:29:34.050006,2025-08-09,15,Mobile,Organic Search,CA,VIP,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000040021,USR-00019893,2025-08-09 21:33:27,2025-08-09 21:34:14.037145,2025-08-09,47,Mobile,Email,UK,VIP,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000040024,USR-00004610,2025-08-09 21:51:10,2025-08-09 21:51:31.786557,2025-08-09,21,Desktop,Organic Search,UK,Bargain,treatment,false,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000040034,USR-00028677,2025-08-09 23:05:35,2025-08-09 23:06:06.267694,2025-08-09,31,Tablet,Email,AU,Regular,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000040049,USR-00003927,2025-08-10 00:11:00,2025-08-10 00:11:15.998693,2025-08-10,15,Mobile,Email,US,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000040100,USR-00029676,2025-08-10 03:37:12,2025-08-10 03:37:18.134972,2025-08-10,6,Mobile,Direct,US,Bargain,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000040176,USR-00023588,2025-08-10 09:02:11,2025-08-10 09:02:28.505945,2025-08-10,17,Desktop,Direct,US,VIP,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000040258,USR-00013161,2025-08-10 15:08:53,2025-08-10 15:09:37.731464,2025-08-10,44,Mobile,Direct,US,VIP,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000040312,USR-00019640,2025-08-10 19:16:27,2025-08-10 19:16:53.387614,2025-08-10,26,Mobile,Social,US,Regular,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000040351,USR-00004399,2025-08-10 22:01:17,2025-08-10 22:01:37.303099,2025-08-10,20,Mobile,Direct,US,Regular,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000040381,USR-00012063,2025-08-10 23:39:57,2025-08-10 23:40:43.660162,2025-08-10,46,Mobile,Social,US,VIP,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000040412,USR-00026455,2025-08-11 02:33:23,2025-08-11 02:33:35.936646,2025-08-11,12,Mobile,Email,UK,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000040475,USR-00006852,2025-08-11 07:43:00,2025-08-11 07:44:08.840161,2025-08-11,68,Mobile,Social,US,VIP,control,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000040480,USR-00026958,2025-08-11 08:04:25,2025-08-11 08:05:15.526497,2025-08-11,50,Mobile,Direct,CA,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000040509,USR-00027325,2025-08-11 11:04:30,2025-08-11 11:05:54.603937,2025-08-11,84,Mobile,Organic Search,US,Regular,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000040517,USR-00027021,2025-08-11 11:41:04,2025-08-11 11:41:56.336299,2025-08-11,52,Mobile,Direct,US,Bargain,treatment,false,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000040559,USR-00014702,2025-08-11 15:13:57,2025-08-11 15:14:16.564379,2025-08-11,19,Mobile,Organic Search,US,Bargain,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000040638,USR-00009025,2025-08-11 21:59:05,2025-08-11 21:59:27.512754,2025-08-11,22,Mobile,Direct,US,VIP,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000040671,USR-00028096,2025-08-12 00:18:02,2025-08-12 00:20:12.852042,2025-08-12,130,Mobile,Email,US,Regular,treatment,true,true,true,true,true,false,false,1,1,1,1,0,0,4,4,4_checkout_started,4,,0.000,0
SES-000040726,USR-00021954,2025-08-12 03:57:21,2025-08-12 03:57:46.606438,2025-08-12,25,Desktop,Social,US,Bargain,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000040747,USR-00017077,2025-08-12 05:40:11,2025-08-12 05:41:38.590763,2025-08-12,87,Desktop,Direct,UK,Regular,control,false,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000040751,USR-00019441,2025-08-12 06:06:03,2025-08-12 06:06:39.027884,2025-08-12,36,Mobile,Organic Search,US,VIP,control,false,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000040802,USR-00015987,2025-08-12 10:49:58,2025-08-12 10:50:10.937723,2025-08-12,12,Mobile,Direct,US,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000040881,USR-00019054,2025-08-12 17:01:57,2025-08-12 17:02:32.412723,2025-08-12,35,Mobile,Email,UK,VIP,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000040907,USR-00004669,2025-08-12 19:14:36,2025-08-12 19:14:47.624456,2025-08-12,11,Desktop,Direct,DE,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000040962,USR-00018948,2025-08-13 00:38:46,2025-08-13 00:39:12.159406,2025-08-13,26,Mobile,Direct,US,VIP,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000040982,USR-00001545,2025-08-13 01:49:08,2025-08-13 01:49:47.383132,2025-08-13,39,Tablet,Social,US,VIP,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000041021,USR-00029440,2025-08-13 04:29:59,2025-08-13 04:32:10.411724,2025-08-13,131,Mobile,Social,CA,VIP,treatment,true,true,true,true,true,false,false,1,1,1,1,0,0,4,4,4_checkout_started,4,,0.000,0
SES-000041039,USR-00008390,2025-08-13 05:35:42,2025-08-13 05:36:39.685054,2025-08-13,57,Mobile,Direct,US,Bargain,control,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000041045,USR-00026680,2025-08-13 06:09:20,2025-08-13 06:10:17.646732,2025-08-13,57,Mobile,Paid Search,AU,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000041073,USR-00012735,2025-08-13 09:11:20,2025-08-13 09:11:31.725547,2025-08-13,11,Desktop,Email,US,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000041097,USR-00017986,2025-08-13 10:52:01,2025-08-13 10:52:34.83249,2025-08-13,33,Mobile,Paid Search,FR,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000041104,USR-00029602,2025-08-13 11:16:22,2025-08-13 11:16:28.371108,2025-08-13,6,Mobile,Direct,UK,Bargain,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
