order_id,session_id,user_id,order_timestamp,order_date,status,subtotal,subtotal_amount,shipping_fee,shipping_amount,tax_amount,discount_amount,total_amount,payment_method,ab_variant,item_count,total_items_count,distinct_products_count,total_cost,total_cogs,gross_margin_amount,gross_profit,margin_rate,primary_product_category,user_order_sequence,is_first_order,is_repeat_order,days_since_prior_order,days_since_user_signup,device_type,traffic_source,country,customer_segment
ORD-00009791,SES-000098238,USR-00024591,2025-12-27 06:00:07.113414,2025-12-27,completed,421.970,421.970,0.000,0.000,31.330,42.200,411.100,Apple Pay,control,3,3,3,205.290,205.290,216.680,216.680,0.5134962201104344,Sports & Outdoors,1,true,false,,136,Tablet,Direct,US,VIP
ORD-00009792,SES-000098240,USR-00022260,2025-12-27 06:06:52.320491,2025-12-27,completed,214.480,214.480,0.000,0.000,17.690,0.000,232.170,Klarna,treatment,2,2,2,104.770,104.770,109.710,109.710,0.5115162252890713,Home & Kitchen,1,true,false,,44,Desktop,Direct,CA,Regular
ORD-00009793,SES-000098243,USR-00026425,2025-12-27 06:17:33.212296,2025-12-27,completed,316.990,316.990,0.000,0.000,23.540,31.700,308.830,PayPal,treatment,1,1,1,172.800,172.800,144.190,144.190,0.45487239345089747,Electronics,2,false,true,131,272,Desktop,Direct,UK,VIP
ORD-00009794,SES-000098247,USR-00000685,2025-12-27 06:26:16.018709,2025-12-27,completed,276.460,276.460,0.000,0.000,22.810,0.000,299.270,Apple Pay,control,4,4,3,116.660,116.660,159.800,159.800,0.5780221370180135,Home & Kitchen,1,true,false,,123,Desktop,Paid Search,FR,Regular
ORD-00009795,SES-000098250,USR-00018554,2025-12-27 06:41:19.305394,2025-12-27,completed,105.990,105.990,0.000,0.000,8.740,0.000,114.730,Klarna,control,1,1,1,56.370,56.370,49.620,49.620,0.4681573733371073,Sports & Outdoors,1,true,false,,42,Mobile,Email,US,Regular
ORD-00009796,SES-000098257,USR-00013821,2025-12-27 07:13:08.887447,2025-12-27,completed,84.990,84.990,0.000,0.000,7.010,0.000,92.000,Apple Pay,treatment,1,1,1,33.730,33.730,51.260,51.260,0.6031297799741147,Beauty & Personal Care,1,true,false,,72,Mobile,Direct,UK,Regular
ORD-00009797,SES-000098258,USR-00021128,2025-12-27 07:14:42.987217,2025-12-27,completed,649.970,649.970,0.000,0.000,53.620,0.000,703.590,Credit Card,treatment,3,3,3,362.960,362.960,287.010,287.010,0.4415742265027616,Sports & Outdoors,1,true,false,,150,Mobile,Organic Search,UK,Regular
ORD-00009798,SES-000098261,USR-00000471,2025-12-27 07:19:13.371162,2025-12-27,completed,244.990,244.990,0.000,0.000,20.210,0.000,265.200,Apple Pay,treatment,1,1,1,144.790,144.790,100.200,100.200,0.40899628556267603,Electronics,2,false,true,39,353,Desktop,Paid Search,US,Regular
ORD-00009799,SES-000098266,USR-00005006,2025-12-27 07:28:54.111469,2025-12-27,completed,834.450,834.450,0.000,0.000,61.960,83.440,812.970,Credit Card,control,5,5,3,465.770,465.770,368.680,368.680,0.4418239558990952,Sports & Outdoors,1,true,false,,47,Mobile,Direct,CA,VIP
ORD-00009800,SES-000098271,USR-00028272,2025-12-27 07:49:03.943599,2025-12-27,completed,294.490,294.490,0.000,0.000,21.870,29.450,286.910,Credit Card,treatment,1,1,1,168.070,168.070,126.420,126.420,0.4292845257903494,Electronics,2,false,true,47,113,Desktop,Organic Search,DE,VIP
ORD-00009801,SES-000098278,USR-00015296,2025-12-27 08:02:36.187055,2025-12-27,completed,129.990,129.990,0.000,0.000,10.190,6.500,133.680,PayPal,control,1,1,1,78.720,78.720,51.270,51.270,0.39441495499653817,Electronics,1,true,false,,51,Mobile,Direct,US,Regular
ORD-00009802,SES-000098292,USR-00020389,2025-12-27 08:50:35.072309,2025-12-27,completed,146.490,146.490,0.000,0.000,10.880,14.650,142.720,Klarna,treatment,1,1,1,75.560,75.560,70.930,70.930,0.484196873506724,Home & Kitchen,3,false,true,6,57,Desktop,Direct,US,VIP
ORD-00009803,SES-000098296,USR-00000604,2025-12-27 09:01:07.919004,2025-12-27,completed,199.990,199.990,0.000,0.000,16.500,0.000,216.490,Apple Pay,treatment,1,1,1,116.570,116.570,83.420,83.420,0.41712085604280214,Sports & Outdoors,2,false,true,77,111,Desktop,Direct,UK,Regular
ORD-00009804,SES-000098299,USR-00023492,2025-12-27 09:07:10.85091,2025-12-27,completed,46.490,46.490,5.990,5.990,3.840,0.000,56.320,Credit Card,treatment,1,1,1,15.840,15.840,30.650,30.650,0.6592815659281566,Beauty & Personal Care,1,true,false,,307,Mobile,Organic Search,US,Regular
ORD-00009805,SES-000098301,USR-00008711,2025-12-27 09:09:34.554965,2025-12-27,completed,44.990,44.990,5.990,5.990,3.340,4.500,49.820,Credit Card,treatment,1,1,1,16.410,16.410,28.580,28.580,0.635252278284063,Beauty & Personal Care,1,true,false,,179,Mobile,Direct,UK,VIP
ORD-00009806,SES-000098306,USR-00004674,2025-12-27 09:28:52.053274,2025-12-27,completed,121.990,121.990,0.000,0.000,9.060,12.200,118.850,Apple Pay,control,1,1,1,52.180,52.180,69.810,69.810,0.5722600213132224,Home & Kitchen,2,false,true,8,44,Mobile,Direct,UK,VIP
ORD-00009807,SES-000098327,USR-00020425,2025-12-27 10:50:36.464182,2025-12-27,completed,22.990,22.990,5.990,5.990,1.710,2.300,28.390,Apple Pay,treatment,1,1,1,8.270,8.270,14.720,14.720,0.6402783819051763,Beauty & Personal Care,2,false,true,78,124,Desktop,Organic Search,CA,VIP
ORD-00009808,SES-000098331,USR-00024780,2025-12-27 11:01:06.901998,2025-12-27,completed,84.990,84.990,0.000,0.000,6.310,8.500,82.800,Credit Card,treatment,1,1,1,33.730,33.730,51.260,51.260,0.6031297799741147,Beauty & Personal Care,1,true,false,,193,Tablet,Email,CA,VIP
ORD-00009809,SES-000098335,USR-00006327,2025-12-27 11:28:18.926978,2025-12-27,completed,135.490,135.490,0.000,0.000,11.180,0.000,146.670,Credit Card,treatment,1,1,1,71.030,71.030,64.460,64.460,0.47575466824119855,Home & Kitchen,1,true,false,,82,Mobile,Email,UK,Regular
ORD-00009810,SES-000098338,USR-00012674,2025-12-27 11:52:26.055677,2025-12-27,completed,277.480,277.480,0.000,0.000,22.890,0.000,300.370,PayPal,control,2,2,2,127.020,127.020,150.460,150.460,0.5422372783624045,Home & Kitchen,1,true,false,,177,Desktop,Email,UK,Regular
ORD-00009811,SES-000098342,USR-00016121,2025-12-27 11:58:55.956685,2025-12-27,completed,204.970,204.970,0.000,0.000,15.220,20.500,199.690,Credit Card,treatment,3,3,3,95.980,95.980,108.990,108.990,0.5317363516612187,Sports & Outdoors,1,true,false,,51,Tablet,Direct,AU,VIP
ORD-00009812,SES-000098354,USR-00005441,2025-12-27 12:23:23.160782,2025-12-27,completed,320.990,320.990,0.000,0.000,23.830,32.100,312.720,Apple Pay,control,1,1,1,176.630,176.630,144.360,144.360,0.4497336365618867,Electronics,3,false,true,100,165,Tablet,Direct,US,VIP
ORD-00009813,SES-000098361,USR-00001782,2025-12-27 12:55:07.155934,2025-12-27,completed,346.970,346.970,0.000,0.000,25.760,34.700,338.030,Apple Pay,treatment,3,3,2,157.260,157.260,189.710,189.710,0.5467619678934778,Home & Kitchen,4,false,true,24,63,Desktop,Paid Search,US,VIP
ORD-00009814,SES-000098371,USR-00022917,2025-12-27 13:41:54.661474,2025-12-27,completed,268.960,268.960,0.000,0.000,19.970,26.900,262.030,Apple Pay,treatment,4,4,3,101.620,101.620,167.340,167.340,0.6221743010113029,Beauty & Personal Care,4,false,true,58,78,Desktop,Organic Search,UK,VIP
ORD-00009815,SES-000098372,USR-00007056,2025-12-27 13:42:03.386534,2025-12-27,completed,478.470,478.470,0.000,0.000,35.530,47.850,466.150,Klarna,control,3,3,3,272.320,272.320,206.150,206.150,0.43085250903922917,Sports & Outdoors,4,false,true,14,44,Desktop,Email,FR,VIP
ORD-00009816,SES-000098376,USR-00001563,2025-12-27 13:59:59.703579,2025-12-27,completed,40.990,40.990,5.990,5.990,3.380,0.000,50.360,Klarna,treatment,1,1,1,18.260,18.260,22.730,22.730,0.5545254940229324,Apparel,2,false,true,170,265,Desktop,Direct,UK,Regular
ORD-00009817,SES-000098379,USR-00012299,2025-12-27 14:13:09.006395,2025-12-27,completed,86.990,86.990,0.000,0.000,7.180,0.000,94.170,Credit Card,control,1,1,1,31.300,31.300,55.690,55.690,0.6401885274169445,Beauty & Personal Care,2,false,true,357,357,Desktop,Organic Search,US,Regular
ORD-00009818,SES-000098394,USR-00007906,2025-12-27 15:05:06.64821,2025-12-27,completed,67.990,67.990,5.990,5.990,5.050,6.800,72.230,Apple Pay,treatment,1,1,1,29.210,29.210,38.780,38.780,0.5703779967642301,Apparel,3,false,true,35,105,Mobile,Email,CA,VIP
ORD-00009819,SES-000098399,USR-00021156,2025-12-27 15:21:46.934661,2025-12-27,completed,113.490,113.490,0.000,0.000,8.430,11.350,110.570,Apple Pay,treatment,1,1,1,52.530,52.530,60.960,60.960,0.5371398361089083,Home & Kitchen,2,false,true,14,53,Desktop,Organic Search,US,VIP
ORD-00009820,SES-000098409,USR-00015802,2025-12-27 15:48:59.948151,2025-12-27,completed,54.990,54.990,5.990,5.990,4.080,5.500,59.560,Credit Card,treatment,1,1,1,26.280,26.280,28.710,28.710,0.5220949263502455,Apparel,1,true,false,,63,Desktop,Direct,US,VIP
ORD-00009821,SES-000098410,USR-00010828,2025-12-27 15:49:20.567572,2025-12-27,completed,160.970,160.970,0.000,0.000,13.280,0.000,174.250,PayPal,treatment,3,3,2,64.260,64.260,96.710,96.710,0.6007951792259427,Beauty & Personal Care,1,true,false,,289,Desktop,Email,US,Regular
ORD-00009822,SES-000098412,USR-00027165,2025-12-27 15:52:45.496974,2025-12-27,completed,235.970,235.970,0.000,0.000,17.520,23.600,229.890,PayPal,treatment,3,3,3,122.290,122.290,113.680,113.680,0.4817561554434886,Electronics,2,false,true,30,72,Mobile,Paid Search,DE,VIP
ORD-00009823,SES-000098414,USR-00029093,2025-12-27 16:02:50.826393,2025-12-27,completed,137.990,137.990,0.000,0.000,10.250,13.800,134.440,PayPal,treatment,1,1,1,68.350,68.350,69.640,69.640,0.5046742517573737,Home & Kitchen,7,false,true,21,281,Desktop,Email,DE,VIP
ORD-00009824,SES-000098425,USR-00006359,2025-12-27 16:21:22.037167,2025-12-27,completed,282.470,282.470,0.000,0.000,23.300,0.000,305.770,PayPal,treatment,3,3,2,133.980,133.980,148.490,148.490,0.5256841434488618,Home & Kitchen,1,true,false,,171,Mobile,Social,UK,Regular
ORD-00009825,SES-000098437,USR-00019239,2025-12-27 16:58:36.676278,2025-12-27,completed,31.990,31.990,5.990,5.990,2.380,3.200,37.160,Credit Card,treatment,1,1,1,18.140,18.140,13.850,13.850,0.43294779618630824,Sports & Outdoors,1,true,false,,53,Mobile,Email,CA,VIP
ORD-00009826,SES-000098445,USR-00006094,2025-12-27 17:18:50.497288,2025-12-27,completed,896.960,896.960,0.000,0.000,74.000,0.000,970.960,Credit Card,control,4,4,3,506.480,506.480,390.480,390.480,0.43533713877987873,Sports & Outdoors,2,false,true,34,99,Desktop,Direct,US,Regular
ORD-00009827,SES-000098453,USR-00026340,2025-12-27 17:40:58.782197,2025-12-27,completed,135.490,135.490,0.000,0.000,10.060,13.550,132.000,Klarna,treatment,1,1,1,71.030,71.030,64.460,64.460,0.47575466824119855,Home & Kitchen,2,false,true,74,77,Tablet,Email,UK,VIP
ORD-00009828,SES-000098468,USR-00000474,2025-12-27 18:25:40.646563,2025-12-27,completed,228.970,228.970,0.000,0.000,17.950,11.450,235.470,Credit Card,treatment,3,3,2,121.010,121.010,107.960,107.960,0.4715028169629209,Electronics,3,false,true,25,139,Desktop,Email,US,Regular
ORD-00009829,SES-000098470,USR-00006854,2025-12-27 18:31:50.87864,2025-12-27,completed,190.470,190.470,0.000,0.000,15.710,0.000,206.180,Credit Card,control,3,3,3,71.590,71.590,118.880,118.880,0.6241402845592482,Beauty & Personal Care,2,false,true,37,63,Desktop,Direct,US,Regular
ORD-00009830,SES-000098486,USR-00007421,2025-12-27 19:18:04.42394,2025-12-27,completed,189.980,189.980,0.000,0.000,15.670,0.000,205.650,Apple Pay,control,2,2,1,83.820,83.820,106.160,106.160,0.558795662701337,Apparel,1,true,false,,78,Desktop,Email,US,Regular
ORD-00009831,SES-000098496,USR-00015493,2025-12-27 19:44:31.661171,2025-12-27,completed,121.990,121.990,0.000,0.000,9.060,12.200,118.850,Credit Card,treatment,1,1,1,52.180,52.180,69.810,69.810,0.5722600213132224,Home & Kitchen,3,false,true,42,168,Desktop,Organic Search,US,VIP
ORD-00009832,SES-000098498,USR-00012662,2025-12-27 19:49:29.336343,2025-12-27,completed,100.990,100.990,0.000,0.000,7.500,10.100,98.390,Credit Card,treatment,1,1,1,42.270,42.270,58.720,58.720,0.5814437072977523,Home & Kitchen,2,false,true,16,78,Mobile,Email,FR,VIP
ORD-00009833,SES-000098503,USR-00006815,2025-12-27 20:13:45.372617,2025-12-27,completed,115.990,115.990,0.000,0.000,8.610,11.600,113.000,Apple Pay,control,1,1,1,58.280,58.280,57.710,57.710,0.4975428916285887,Sports & Outdoors,3,false,true,45,93,Mobile,Direct,US,VIP
ORD-00009834,SES-000098506,USR-00016758,2025-12-27 20:18:06.883664,2025-12-27,completed,355.470,355.470,0.000,0.000,26.390,35.550,346.310,Credit Card,treatment,3,3,1,146.130,146.130,209.340,209.340,0.5889104565786142,Home & Kitchen,2,false,true,53,306,Desktop,Organic Search,US,VIP
ORD-00009835,SES-000098507,USR-00016348,2025-12-27 20:29:13.930666,2025-12-27,completed,129.990,129.990,0.000,0.000,10.720,0.000,140.710,Apple Pay,control,1,1,1,78.720,78.720,51.270,51.270,0.39441495499653817,Electronics,1,true,false,,281,Desktop,Email,CA,Regular
ORD-00009836,SES-000098514,USR-00002910,2025-12-27 20:39:55.553247,2025-12-27,completed,465.480,465.480,0.000,0.000,38.400,0.000,503.880,Apple Pay,treatment,2,2,2,258.910,258.910,206.570,206.570,0.44377846524018216,Electronics,1,true,false,,41,Desktop,Direct,US,Bargain
ORD-00009837,SES-000098525,USR-00004687,2025-12-27 21:08:00.624836,2025-12-27,completed,173.990,173.990,0.000,0.000,12.920,17.400,169.510,Credit Card,control,1,1,1,93.040,93.040,80.950,80.950,0.4652566239439048,Home & Kitchen,3,false,true,22,88,Desktop,Direct,UK,VIP
ORD-00009838,SES-000098530,USR-00019081,2025-12-27 21:21:20.069447,2025-12-27,completed,77.490,77.490,0.000,0.000,6.390,0.000,83.880,Apple Pay,control,1,1,1,36.230,36.230,41.260,41.260,0.5324558007484836,Apparel,1,true,false,,185,Desktop,Email,US,Regular
ORD-00009839,SES-000098534,USR-00024630,2025-12-27 21:40:18.575925,2025-12-27,completed,237.980,237.980,0.000,0.000,17.670,23.800,231.850,Credit Card,treatment,2,2,2,117.830,117.830,120.150,120.150,0.5048743591898479,Home & Kitchen,4,false,true,15,52,Desktop,Direct,US,VIP
ORD-00009840,SES-000098535,USR-00015035,2025-12-27 21:46:01.461896,2025-12-27,completed,268.980,268.980,0.000,0.000,19.970,26.900,262.050,Apple Pay,control,2,2,2,118.270,118.270,150.710,150.710,0.560301881180757,Sports & Outdoors,2,false,true,46,320,Tablet,Email,US,VIP
ORD-00009841,SES-000098543,USR-00013802,2025-12-27 22:04:14.084681,2025-12-27,completed,74.990,74.990,5.990,5.990,5.570,7.500,79.050,Credit Card,control,1,1,1,31.610,31.610,43.380,43.380,0.5784771302840379,Home & Kitchen,1,true,false,,353,Desktop,Direct,US,VIP
ORD-00009842,SES-000098573,USR-00012518,2025-12-27 23:07:59.078203,2025-12-27,completed,568.460,568.460,0.000,0.000,42.210,56.850,553.820,Credit Card,treatment,4,4,3,303.250,303.250,265.210,265.210,0.4665411814375681,Sports & Outdoors,2,false,true,213,252,Desktop,Organic Search,US,VIP
ORD-00009843,SES-000098600,USR-00000389,2025-12-28 00:27:09.872255,2025-12-28,completed,1149.460,1149.460,0.000,0.000,94.830,0.000,1244.290,PayPal,treatment,4,4,2,672.110,672.110,477.350,477.350,0.4152819584848538,Home & Kitchen,4,false,true,11,120,Desktop,Organic Search,US,Regular
ORD-00009844,SES-000098628,USR-00018835,2025-12-28 02:04:15.121708,2025-12-28,completed,52.990,52.990,5.990,5.990,3.930,5.300,57.610,Klarna,control,1,1,1,21.940,21.940,31.050,31.050,0.5859596150217022,Home & Kitchen,3,false,true,245,290,Mobile,Email,US,VIP
ORD-00009845,SES-000098635,USR-00000871,2025-12-28 02:24:28.217393,2025-12-28,completed,299.970,299.970,0.000,0.000,22.270,30.000,292.240,Klarna,control,3,3,2,136.800,136.800,163.170,163.170,0.5439543954395438,Sports & Outdoors,2,false,true,96,169,Desktop,Organic Search,DE,VIP
ORD-00009846,SES-000098642,USR-00022812,2025-12-28 02:50:50.537182,2025-12-28,completed,178.980,178.980,0.000,0.000,14.770,0.000,193.750,Credit Card,control,2,2,2,86.180,86.180,92.800,92.800,0.5184936864454129,Home & Kitchen,1,true,false,,154,Mobile,Social,US,Regular
ORD-00009847,SES-000098655,USR-00018532,2025-12-28 03:32:34.095497,2025-12-28,completed,203.990,203.990,0.000,0.000,15.150,20.400,198.740,Credit Card,control,1,1,1,113.880,113.880,90.110,90.110,0.4417373400656895,Electronics,1,true,false,,141,Desktop,Email,US,VIP
ORD-00009848,SES-000098681,USR-00012681,2025-12-28 04:25:06.151834,2025-12-28,completed,471.960,471.960,0.000,0.000,38.940,0.000,510.900,Apple Pay,treatment,4,4,2,222.180,222.180,249.780,249.780,0.5292397660818714,Home & Kitchen,1,true,false,,48,Desktop,Direct,US,Regular
ORD-00009849,SES-000098691,USR-00014665,2025-12-28 04:40:16.705365,2025-12-28,completed,337.990,337.990,0.000,0.000,27.880,0.000,365.870,Credit Card,control,1,1,1,200.360,200.360,137.630,137.630,0.40720139649102044,Electronics,1,true,false,,265,Desktop,Organic Search,US,Regular
ORD-00009850,SES-000098696,USR-00013472,2025-12-28 05:00:22.309943,2025-12-28,completed,75.990,75.990,0.000,0.000,5.640,7.600,74.030,Apple Pay,treatment,1,1,1,20.120,20.120,55.870,55.870,0.7352283195157258,Beauty & Personal Care,3,false,true,107,286,Desktop,Direct,US,VIP
ORD-00009851,SES-000098701,USR-00028683,2025-12-28 05:13:16.248616,2025-12-28,completed,149.970,149.970,0.000,0.000,11.140,15.000,146.110,Credit Card,treatment,3,3,1,61.560,61.560,88.410,88.410,0.5895179035807161,Apparel,1,true,false,,68,Mobile,Organic Search,US,VIP
ORD-00009852,SES-000098719,USR-00011488,2025-12-28 06:01:47.421878,2025-12-28,completed,350.490,350.490,0.000,0.000,26.020,35.050,341.460,Credit Card,control,1,1,1,212.610,212.610,137.880,137.880,0.3933921081913892,Electronics,1,true,false,,52,Desktop,Email,CA,VIP
ORD-00009853,SES-000098729,USR-00028800,2025-12-28 06:18:40.422805,2025-12-28,completed,67.990,67.990,5.990,5.990,5.050,6.800,72.230,Credit Card,treatment,1,1,1,29.210,29.210,38.780,38.780,0.5703779967642301,Apparel,1,true,false,,63,Tablet,Direct,CA,VIP
ORD-00009854,SES-000098766,USR-00020833,2025-12-28 08:15:33.256634,2025-12-28,completed,55.990,55.990,5.990,5.990,4.160,5.600,60.540,Credit Card,control,1,1,1,23.350,23.350,32.640,32.640,0.5829612430791212,Apparel,3,false,true,2,44,Desktop,Direct,DE,VIP
ORD-00009855,SES-000098772,USR-00016187,2025-12-28 08:33:59.749066,2025-12-28,completed,636.470,636.470,0.000,0.000,52.510,0.000,688.980,Apple Pay,control,3,3,2,359.680,359.680,276.790,276.790,0.4348830266941097,Home & Kitchen,1,true,false,,56,Desktop,Email,UK,Regular
ORD-00009856,SES-000098778,USR-00006203,2025-12-28 08:54:05.376337,2025-12-28,completed,365.980,365.980,0.000,0.000,30.190,0.000,396.170,Credit Card,control,2,2,2,180.060,180.060,185.920,185.920,0.5080059019618558,Sports & Outdoors,1,true,false,,108,Desktop,Direct,CA,Regular
ORD-00009857,SES-000098789,USR-00017542,2025-12-28 09:34:36.611426,2025-12-28,completed,227.990,227.990,0.000,0.000,18.810,0.000,246.800,Apple Pay,treatment,1,1,1,111.710,111.710,116.280,116.280,0.5100223694021667,Sports & Outdoors,1,true,false,,326,Desktop,Social,AU,Regular
ORD-00009858,SES-000098792,USR-00029610,2025-12-28 09:40:51.860667,2025-12-28,completed,211.980,211.980,0.000,0.000,15.740,21.200,206.520,Apple Pay,treatment,2,2,1,99.900,99.900,112.080,112.080,0.5287291253891877,Home & Kitchen,1,true,false,,60,Desktop,Paid Search,US,VIP
ORD-00009859,SES-000098796,USR-00006931,2025-12-28 09:48:18.564217,2025-12-28,completed,34.990,34.990,5.990,5.990,2.890,0.000,43.870,Apple Pay,control,1,1,1,12.790,12.790,22.200,22.200,0.6344669905687339,Apparel,2,false,true,186,186,Desktop,Email,US,Regular
ORD-00009860,SES-000098800,USR-00029163,2025-12-28 10:03:34.772976,2025-12-28,completed,189.980,189.980,0.000,0.000,14.110,19.000,185.090,Klarna,control,2,2,1,83.820,83.820,106.160,106.160,0.558795662701337,Apparel,2,false,true,69,215,Desktop,Direct,CA,VIP
ORD-00009861,SES-000098808,USR-00027511,2025-12-28 10:33:43.592995,2025-12-28,completed,176.490,176.490,0.000,0.000,13.100,17.650,171.940,Apple Pay,treatment,1,1,1,84.750,84.750,91.740,91.740,0.5198028216896141,Home & Kitchen,3,false,true,15,60,Mobile,Direct,UK,VIP
ORD-00009862,SES-000098818,USR-00025005,2025-12-28 11:05:10.750304,2025-12-28,completed,136.980,136.980,0.000,0.000,11.300,0.000,148.280,Apple Pay,treatment,2,2,1,55.000,55.000,81.980,81.980,0.598481530150387,Beauty & Personal Care,1,true,false,,73,Mobile,Direct,CA,Regular
ORD-00009863,SES-000098820,USR-00017063,2025-12-28 11:14:21.265508,2025-12-28,completed,151.490,151.490,0.000,0.000,11.250,15.150,147.590,PayPal,control,1,1,1,68.210,68.210,83.280,83.280,0.5497392567166149,Sports & Outdoors,2,false,true,173,180,Mobile,Email,CA,VIP
ORD-00009864,SES-000098825,USR-00008849,2025-12-28 11:29:05.889197,2025-12-28,completed,236.970,236.970,0.000,0.000,17.590,23.700,230.860,Apple Pay,treatment,3,3,3,115.500,115.500,121.470,121.470,0.5125965312064819,Sports & Outdoors,2,false,true,45,174,Tablet,Organic Search,US,VIP
ORD-00009865,SES-000098827,USR-00029111,2025-12-28 11:38:05.312563,2025-12-28,completed,98.990,98.990,0.000,0.000,7.350,9.900,96.440,Credit Card,treatment,1,1,1,45.240,45.240,53.750,53.750,0.5429841398121023,Apparel,5,false,true,89,211,Mobile,Email,US,VIP
ORD-00009866,SES-000098843,USR-00007486,2025-12-28 12:12:25.305425,2025-12-28,completed,111.980,111.980,0.000,0.000,8.310,11.200,109.090,PayPal,treatment,2,2,1,46.700,46.700,65.280,65.280,0.5829612430791212,Apparel,1,true,false,,150,Mobile,Direct,DE,VIP
ORD-00009867,SES-000098847,USR-00021584,2025-12-28 12:26:35.054232,2025-12-28,completed,204.990,204.990,0.000,0.000,16.910,0.000,221.900,Klarna,treatment,1,1,1,100.600,100.600,104.390,104.390,0.5092443533830918,Sports & Outdoors,1,true,false,,277,Mobile,Email,UK,Regular
ORD-00009868,SES-000098853,USR-00004490,2025-12-28 12:48:04.319157,2025-12-28,completed,275.990,275.990,0.000,0.000,22.770,0.000,298.760,Credit Card,control,1,1,1,176.160,176.160,99.830,99.830,0.36171600420305083,Electronics,1,true,false,,94,Desktop,Organic Search,UK,Regular
ORD-00009869,SES-000098855,USR-00001257,2025-12-28 12:54:45.97749,2025-12-28,completed,179.990,179.990,0.000,0.000,13.360,18.000,175.350,Credit Card,control,1,1,1,102.310,102.310,77.680,77.680,0.43157953219623313,Electronics,1,true,false,,243,Mobile,Direct,US,VIP
ORD-00009870,SES-000098884,USR-00021210,2025-12-28 14:35:11.330939,2025-12-28,completed,198.470,198.470,0.000,0.000,16.370,0.000,214.840,Credit Card,control,3,3,3,82.190,82.190,116.280,116.280,0.5858819972791858,Sports & Outdoors,1,true,false,,69,Desktop,Email,US,Regular
ORD-00009871,SES-000098887,USR-00007375,2025-12-28 14:39:32.567554,2025-12-28,completed,226.970,226.970,0.000,0.000,18.730,0.000,245.700,Credit Card,control,3,3,2,122.500,122.500,104.470,104.470,0.46028109441776444,Sports & Outdoors,1,true,false,,150,Desktop,Email,US,Regular
ORD-00009872,SES-000098904,USR-00002643,2025-12-28 15:18:59.726036,2025-12-28,completed,94.490,94.490,0.000,0.000,7.020,9.450,92.060,Klarna,control,1,1,1,33.630,33.630,60.860,60.860,0.6440893216213356,Apparel,2,false,true,39,128,Mobile,Email,US,VIP
ORD-00009873,SES-000098915,USR-00024125,2025-12-28 15:53:09.516269,2025-12-28,completed,68.490,68.490,5.990,5.990,5.650,0.000,80.130,Apple Pay,treatment,1,1,1,27.500,27.500,40.990,40.990,0.598481530150387,Beauty & Personal Care,1,true,false,,278,Mobile,Email,US,Regular
ORD-00009874,SES-000098917,USR-00023907,2025-12-28 16:00:20.890884,2025-12-28,completed,173.990,173.990,0.000,0.000,12.920,17.400,169.510,Klarna,treatment,1,1,1,93.040,93.040,80.950,80.950,0.4652566239439048,Home & Kitchen,2,false,true,140,229,Tablet,Email,US,VIP
ORD-00009875,SES-000098923,USR-00002559,2025-12-28 16:16:49.329109,2025-12-28,completed,752.960,752.960,0.000,0.000,55.910,75.300,733.570,Credit Card,control,4,4,3,390.760,390.760,362.200,362.200,0.48103484912877176,Home & Kitchen,3,false,true,29,47,Desktop,Direct,US,VIP
ORD-00009876,SES-000098932,USR-00024381,2025-12-28 16:39:10.133207,2025-12-28,completed,94.490,94.490,0.000,0.000,7.800,0.000,102.290,PayPal,control,1,1,1,33.630,33.630,60.860,60.860,0.6440893216213356,Apparel,1,true,false,,167,Desktop,Direct,US,Bargain
ORD-00009877,SES-000098933,USR-00018525,2025-12-28 16:41:42.891305,2025-12-28,completed,47.490,47.490,5.990,5.990,3.530,4.750,52.260,Credit Card,treatment,1,1,1,23.540,23.540,23.950,23.950,0.5043166982522636,Home & Kitchen,4,false,true,10,57,Desktop,Email,US,VIP
ORD-00009878,SES-000098937,USR-00025415,2025-12-28 16:46:26.279402,2025-12-28,completed,245.980,245.980,0.000,0.000,20.290,0.000,266.270,PayPal,treatment,2,2,2,128.930,128.930,117.050,117.050,0.4758516952597772,Sports & Outdoors,2,false,true,53,84,Mobile,Direct,FR,Bargain
ORD-00009879,SES-000098941,USR-00021838,2025-12-28 17:04:51.484016,2025-12-28,completed,167.490,167.490,0.000,0.000,12.440,16.750,163.180,Klarna,treatment,1,1,1,87.540,87.540,79.950,79.950,0.477341930861544,Sports & Outdoors,4,false,true,22,54,Desktop,Direct,US,VIP
ORD-00009880,SES-000098945,USR-00020365,2025-12-28 17:12:24.794351,2025-12-28,completed,100.990,100.990,0.000,0.000,7.500,10.100,98.390,Klarna,control,1,1,1,42.270,42.270,58.720,58.720,0.5814437072977523,Home & Kitchen,2,false,true,97,186,Desktop,Referral,US,VIP
ORD-00009881,SES-000098946,USR-00010580,2025-12-28 17:13:53.964191,2025-12-28,completed,339.990,339.990,0.000,0.000,25.240,34.000,331.230,Credit Card,control,1,1,1,208.970,208.970,131.020,131.020,0.3853642754198653,Electronics,2,false,true,65,79,Desktop,Organic Search,DE,VIP
ORD-00009882,SES-000098948,USR-00004536,2025-12-28 17:13:50.853996,2025-12-28,completed,211.480,211.480,0.000,0.000,15.700,21.150,206.030,Credit Card,treatment,2,2,2,111.640,111.640,99.840,99.840,0.4721013807452242,Sports & Outdoors,3,false,true,8,73,Desktop,Direct,US,VIP
