user_id,first_seen_at,signup_timestamp,signup_date,cohort_month,signup_cohort_month,country,device_preference,customer_segment,acquisition_channel,first_order_timestamp,first_order_date,most_recent_order_timestamp,last_order_date,most_recent_order_date,lifetime_sessions,lifetime_orders,lifetime_revenue,lifetime_gross_profit,avg_order_value,avg_days_between_orders,recency_days,frequency_band,monetary_tier,customer_lifecycle_status
USR-00000228,2025-02-20 14:03:35,2025-02-20 14:03:35,2025-02-20,2025-02-01 00:00:00,2025-02-01 00:00:00,UK,Mobile,Regular,Email,,,,,,1,0,0.000,0.000,0.0,0.0,564,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00010298,2025-02-20 22:06:41,2025-02-20 22:06:41,2025-02-20,2025-02-01 00:00:00,2025-02-01 00:00:00,UK,Desktop,Regular,Organic Search,,,,,,3,0,0.000,0.000,0.0,0.0,564,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00016789,2025-02-21 02:37:09,2025-02-21 02:37:09,2025-02-21,2025-02-01 00:00:00,2025-02-01 00:00:00,FR,Desktop,Regular,Organic Search,,,,,,4,0,0.000,0.000,0.0,0.0,563,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00010164,2025-02-21 05:03:22,2025-02-21 05:03:22,2025-02-21,2025-02-01 00:00:00,2025-02-01 00:00:00,US,Mobile,Regular,Direct,,,,,,1,0,0.000,0.000,0.0,0.0,563,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00013835,2025-02-21 06:37:20,2025-02-21 06:37:20,2025-02-21,2025-02-01 00:00:00,2025-02-01 00:00:00,FR,Mobile,Regular,Organic Search,,,,,,6,0,0.000,0.000,0.0,0.0,563,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00004244,2025-02-21 10:42:49,2025-02-21 10:42:49,2025-02-21,2025-02-01 00:00:00,2025-02-01 00:00:00,US,Mobile,Regular,Direct,,,,,,3,0,0.000,0.000,0.0,0.0,563,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00014252,2025-02-21 11:37:57,2025-02-21 11:37:57,2025-02-21,2025-02-01 00:00:00,2025-02-01 00:00:00,CA,Desktop,Bargain,Paid Search,,,,,,2,0,0.000,0.000,0.0,0.0,563,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00014130,2025-02-21 17:43:44,2025-02-21 17:43:44,2025-02-21,2025-02-01 00:00:00,2025-02-01 00:00:00,UK,Mobile,Regular,Email,,,,,,2,0,0.000,0.000,0.0,0.0,563,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00010036,2025-02-21 19:14:18,2025-02-21 19:14:18,2025-02-21,2025-02-01 00:00:00,2025-02-01 00:00:00,FR,Mobile,Regular,Organic Search,,,,,,4,0,0.000,0.000,0.0,0.0,563,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00010095,2025-02-22 08:17:39,2025-02-22 08:17:39,2025-02-22,2025-02-01 00:00:00,2025-02-01 00:00:00,AU,Desktop,Bargain,Referral,,,,,,3,0,0.000,0.000,0.0,0.0,562,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00009888,2025-02-22 11:34:47,2025-02-22 11:34:47,2025-02-22,2025-02-01 00:00:00,2025-02-01 00:00:00,US,Mobile,Regular,Direct,,,,,,6,0,0.000,0.000,0.0,0.0,562,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00023569,2025-02-22 11:59:07,2025-02-22 11:59:07,2025-02-22,2025-02-01 00:00:00,2025-02-01 00:00:00,FR,Desktop,Regular,Social,,,,,,3,0,0.000,0.000,0.0,0.0,562,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00008215,2025-02-23 00:33:11,2025-02-23 00:33:11,2025-02-23,2025-02-01 00:00:00,2025-02-01 00:00:00,US,Mobile,Regular,Email,,,,,,3,0,0.000,0.000,0.0,0.0,561,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00022862,2025-02-23 08:25:13,2025-02-23 08:25:13,2025-02-23,2025-02-01 00:00:00,2025-02-01 00:00:00,CA,Desktop,Regular,Organic Search,,,,,,2,0,0.000,0.000,0.0,0.0,561,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00027280,2025-02-23 13:56:41,2025-02-23 13:56:41,2025-02-23,2025-02-01 00:00:00,2025-02-01 00:00:00,FR,Desktop,Regular,Paid Search,,,,,,1,0,0.000,0.000,0.0,0.0,561,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00026632,2025-02-23 23:39:11,2025-02-23 23:39:11,2025-02-23,2025-02-01 00:00:00,2025-02-01 00:00:00,CA,Mobile,Regular,Organic Search,,,,,,2,0,0.000,0.000,0.0,0.0,561,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00019309,2025-02-24 10:05:59,2025-02-24 10:05:59,2025-02-24,2025-02-01 00:00:00,2025-02-01 00:00:00,US,Mobile,Bargain,Paid Search,,,,,,1,0,0.000,0.000,0.0,0.0,560,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00004586,2025-02-24 10:04:12,2025-02-24 10:04:12,2025-02-24,2025-02-01 00:00:00,2025-02-01 00:00:00,US,Mobile,Regular,Email,,,,,,4,0,0.000,0.000,0.0,0.0,560,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00014591,2025-02-24 10:18:12,2025-02-24 10:18:12,2025-02-24,2025-02-01 00:00:00,2025-02-01 00:00:00,US,Desktop,Regular,Organic Search,,,,,,2,0,0.000,0.000,0.0,0.0,560,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00023799,2025-02-24 10:33:57,2025-02-24 10:33:57,2025-02-24,2025-02-01 00:00:00,2025-02-01 00:00:00,FR,Mobile,Bargain,Direct,,,,,,1,0,0.000,0.000,0.0,0.0,560,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00013396,2025-02-24 15:01:54,2025-02-24 15:01:54,2025-02-24,2025-02-01 00:00:00,2025-02-01 00:00:00,US,Mobile,Bargain,Social,,,,,,2,0,0.000,0.000,0.0,0.0,560,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00024747,2025-02-24 16:55:05,2025-02-24 16:55:05,2025-02-24,2025-02-01 00:00:00,2025-02-01 00:00:00,UK,Mobile,Regular,Paid Search,,,,,,4,0,0.000,0.000,0.0,0.0,560,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00027854,2025-02-24 21:47:33,2025-02-24 21:47:33,2025-02-24,2025-02-01 00:00:00,2025-02-01 00:00:00,US,Mobile,Regular,Organic Search,,,,,,3,0,0.000,0.000,0.0,0.0,560,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00029269,2025-02-24 22:59:47,2025-02-24 22:59:47,2025-02-24,2025-02-01 00:00:00,2025-02-01 00:00:00,FR,Desktop,Regular,Referral,,,,,,3,0,0.000,0.000,0.0,0.0,560,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00012347,2025-02-24 23:29:39,2025-02-24 23:29:39,2025-02-24,2025-02-01 00:00:00,2025-02-01 00:00:00,US,Desktop,Bargain,Organic Search,,,,,,2,0,0.000,0.000,0.0,0.0,560,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00021998,2025-02-24 23:56:32,2025-02-24 23:56:32,2025-02-24,2025-02-01 00:00:00,2025-02-01 00:00:00,UK,Desktop,Regular,Organic Search,,,,,,3,0,0.000,0.000,0.0,0.0,560,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00002094,2025-02-25 03:25:49,2025-02-25 03:25:49,2025-02-25,2025-02-01 00:00:00,2025-02-01 00:00:00,UK,Mobile,Bargain,Social,,,,,,1,0,0.000,0.000,0.0,0.0,559,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00023729,2025-02-25 03:57:38,2025-02-25 03:57:38,2025-02-25,2025-02-01 00:00:00,2025-02-01 00:00:00,FR,Desktop,Regular,Email,,,,,,3,0,0.000,0.000,0.0,0.0,559,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00014197,2025-02-25 11:12:41,2025-02-25 11:12:41,2025-02-25,2025-02-01 00:00:00,2025-02-01 00:00:00,DE,Mobile,Bargain,Social,,,,,,3,0,0.000,0.000,0.0,0.0,559,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00008211,2025-02-26 00:42:20,2025-02-26 00:42:20,2025-02-26,2025-02-01 00:00:00,2025-02-01 00:00:00,US,Desktop,Regular,Social,,,,,,3,0,0.000,0.000,0.0,0.0,558,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00026622,2025-02-26 18:18:32,2025-02-26 18:18:32,2025-02-26,2025-02-01 00:00:00,2025-02-01 00:00:00,US,Mobile,Regular,Paid Search,,,,,,4,0,0.000,0.000,0.0,0.0,558,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00001565,2025-02-26 23:07:56,2025-02-26 23:07:56,2025-02-26,2025-02-01 00:00:00,2025-02-01 00:00:00,CA,Tablet,Regular,Email,,,,,,6,0,0.000,0.000,0.0,0.0,558,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00003167,2025-02-27 02:24:48,2025-02-27 02:24:48,2025-02-27,2025-02-01 00:00:00,2025-02-01 00:00:00,UK,Mobile,Bargain,Social,,,,,,2,0,0.000,0.000,0.0,0.0,557,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00009852,2025-02-27 02:48:08,2025-02-27 02:48:08,2025-02-27,2025-02-01 00:00:00,2025-02-01 00:00:00,US,Mobile,Bargain,Paid Search,,,,,,2,0,0.000,0.000,0.0,0.0,557,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00023217,2025-02-27 10:57:53,2025-02-27 10:57:53,2025-02-27,2025-02-01 00:00:00,2025-02-01 00:00:00,US,Mobile,Regular,Organic Search,,,,,,1,0,0.000,0.000,0.0,0.0,557,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00016110,2025-02-27 13:22:20,2025-02-27 13:22:20,2025-02-27,2025-02-01 00:00:00,2025-02-01 00:00:00,US,Mobile,Bargain,Referral,,,,,,2,0,0.000,0.000,0.0,0.0,557,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00021948,2025-02-28 01:03:10,2025-02-28 01:03:10,2025-02-28,2025-02-01 00:00:00,2025-02-01 00:00:00,FR,Mobile,Regular,Social,,,,,,2,0,0.000,0.000,0.0,0.0,556,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00005421,2025-02-28 06:43:09,2025-02-28 06:43:09,2025-02-28,2025-02-01 00:00:00,2025-02-01 00:00:00,FR,Desktop,Bargain,Paid Search,,,,,,1,0,0.000,0.000,0.0,0.0,556,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00026045,2025-02-28 12:32:16,2025-02-28 12:32:16,2025-02-28,2025-02-01 00:00:00,2025-02-01 00:00:00,US,Mobile,Regular,Email,,,,,,2,0,0.000,0.000,0.0,0.0,556,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00002388,2025-02-28 19:05:01,2025-02-28 19:05:01,2025-02-28,2025-02-01 00:00:00,2025-02-01 00:00:00,US,Desktop,VIP,Direct,,,,,,4,0,0.000,0.000,0.0,0.0,556,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00018730,2025-02-28 23:20:32,2025-02-28 23:20:32,2025-02-28,2025-02-01 00:00:00,2025-02-01 00:00:00,US,Mobile,Regular,Social,,,,,,3,0,0.000,0.000,0.0,0.0,556,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00024982,2025-03-01 00:54:15,2025-03-01 00:54:15,2025-03-01,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Mobile,Regular,Referral,,,,,,4,0,0.000,0.000,0.0,0.0,555,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00012358,2025-03-01 10:14:26,2025-03-01 10:14:26,2025-03-01,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Mobile,Bargain,Organic Search,,,,,,3,0,0.000,0.000,0.0,0.0,555,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00014979,2025-03-01 10:37:27,2025-03-01 10:37:27,2025-03-01,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Mobile,Regular,Social,,,,,,1,0,0.000,0.000,0.0,0.0,555,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00000617,2025-03-02 02:09:36,2025-03-02 02:09:36,2025-03-02,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Mobile,Regular,Direct,,,,,,3,0,0.000,0.000,0.0,0.0,554,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00003064,2025-03-02 10:45:32,2025-03-02 10:45:32,2025-03-02,2025-03-01 00:00:00,2025-03-01 00:00:00,UK,Mobile,VIP,Direct,,,,,,6,0,0.000,0.000,0.0,0.0,554,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00002099,2025-03-02 15:45:57,2025-03-02 15:45:57,2025-03-02,2025-03-01 00:00:00,2025-03-01 00:00:00,AU,Desktop,Regular,Paid Search,,,,,,2,0,0.000,0.000,0.0,0.0,554,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00007082,2025-03-03 14:26:55,2025-03-03 14:26:55,2025-03-03,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Mobile,Regular,Social,,,,,,4,0,0.000,0.000,0.0,0.0,553,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00005254,2025-03-03 16:16:28,2025-03-03 16:16:28,2025-03-03,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Mobile,Bargain,Organic Search,,,,,,1,0,0.000,0.000,0.0,0.0,553,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00005537,2025-03-03 19:46:48,2025-03-03 19:46:48,2025-03-03,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Mobile,Regular,Direct,,,,,,4,0,0.000,0.000,0.0,0.0,553,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00004243,2025-03-03 19:54:57,2025-03-03 19:54:57,2025-03-03,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Mobile,Bargain,Social,,,,,,1,0,0.000,0.000,0.0,0.0,553,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00007326,2025-03-03 22:41:05,2025-03-03 22:41:05,2025-03-03,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Mobile,Regular,Organic Search,,,,,,2,0,0.000,0.000,0.0,0.0,553,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00008713,2025-03-04 01:48:56,2025-03-04 01:48:56,2025-03-04,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Desktop,Bargain,Paid Search,,,,,,1,0,0.000,0.000,0.0,0.0,552,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00014779,2025-03-04 10:44:55,2025-03-04 10:44:55,2025-03-04,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Mobile,Regular,Direct,,,,,,4,0,0.000,0.000,0.0,0.0,552,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00014876,2025-03-04 12:01:13,2025-03-04 12:01:13,2025-03-04,2025-03-01 00:00:00,2025-03-01 00:00:00,UK,Mobile,Regular,Social,,,,,,3,0,0.000,0.000,0.0,0.0,552,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00002547,2025-03-04 14:54:33,2025-03-04 14:54:33,2025-03-04,2025-03-01 00:00:00,2025-03-01 00:00:00,UK,Desktop,Bargain,Paid Search,,,,,,2,0,0.000,0.000,0.0,0.0,552,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00020369,2025-03-05 00:25:24,2025-03-05 00:25:24,2025-03-05,2025-03-01 00:00:00,2025-03-01 00:00:00,UK,Desktop,Regular,Direct,,,,,,2,0,0.000,0.000,0.0,0.0,551,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00026192,2025-03-05 03:36:32,2025-03-05 03:36:32,2025-03-05,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Mobile,Bargain,Paid Search,,,,,,2,0,0.000,0.000,0.0,0.0,551,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00026159,2025-03-05 04:37:43,2025-03-05 04:37:43,2025-03-05,2025-03-01 00:00:00,2025-03-01 00:00:00,UK,Mobile,Regular,Paid Search,,,,,,5,0,0.000,0.000,0.0,0.0,551,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00028452,2025-03-05 12:59:21,2025-03-05 12:59:21,2025-03-05,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Mobile,Regular,Organic Search,,,,,,3,0,0.000,0.000,0.0,0.0,551,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00012287,2025-03-05 17:10:55,2025-03-05 17:10:55,2025-03-05,2025-03-01 00:00:00,2025-03-01 00:00:00,DE,Mobile,Regular,Organic Search,,,,,,3,0,0.000,0.000,0.0,0.0,551,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00009250,2025-03-05 23:04:01,2025-03-05 23:04:01,2025-03-05,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Desktop,Regular,Social,,,,,,4,0,0.000,0.000,0.0,0.0,551,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00003452,2025-03-06 02:56:46,2025-03-06 02:56:46,2025-03-06,2025-03-01 00:00:00,2025-03-01 00:00:00,UK,Mobile,Bargain,Email,,,,,,3,0,0.000,0.000,0.0,0.0,550,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00009775,2025-03-06 12:44:00,2025-03-06 12:44:00,2025-03-06,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Mobile,Bargain,Organic Search,,,,,,2,0,0.000,0.000,0.0,0.0,550,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00006544,2025-03-06 23:04:46,2025-03-06 23:04:46,2025-03-06,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Mobile,Regular,Direct,,,,,,4,0,0.000,0.000,0.0,0.0,550,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00027838,2025-03-07 06:50:08,2025-03-07 06:50:08,2025-03-07,2025-03-01 00:00:00,2025-03-01 00:00:00,UK,Mobile,Bargain,Social,,,,,,1,0,0.000,0.000,0.0,0.0,549,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00003024,2025-03-07 07:12:54,2025-03-07 07:12:54,2025-03-07,2025-03-01 00:00:00,2025-03-01 00:00:00,DE,Mobile,Bargain,Referral,,,,,,1,0,0.000,0.000,0.0,0.0,549,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00024584,2025-03-07 09:00:01,2025-03-07 09:00:01,2025-03-07,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Desktop,Regular,Direct,,,,,,3,0,0.000,0.000,0.0,0.0,549,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00010155,2025-03-07 09:44:12,2025-03-07 09:44:12,2025-03-07,2025-03-01 00:00:00,2025-03-01 00:00:00,FR,Tablet,Bargain,Email,,,,,,1,0,0.000,0.000,0.0,0.0,549,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00001031,2025-03-07 11:20:29,2025-03-07 11:20:29,2025-03-07,2025-03-01 00:00:00,2025-03-01 00:00:00,DE,Desktop,Regular,Social,,,,,,3,0,0.000,0.000,0.0,0.0,549,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00015903,2025-03-07 13:50:12,2025-03-07 13:50:12,2025-03-07,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Desktop,Bargain,Organic Search,,,,,,2,0,0.000,0.000,0.0,0.0,549,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00018132,2025-03-08 00:50:34,2025-03-08 00:50:34,2025-03-08,2025-03-01 00:00:00,2025-03-01 00:00:00,CA,Mobile,Regular,Organic Search,,,,,,2,0,0.000,0.000,0.0,0.0,548,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00024079,2025-03-08 06:11:59,2025-03-08 06:11:59,2025-03-08,2025-03-01 00:00:00,2025-03-01 00:00:00,FR,Mobile,Regular,Direct,,,,,,2,0,0.000,0.000,0.0,0.0,548,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00007602,2025-03-08 10:12:58,2025-03-08 10:12:58,2025-03-08,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Mobile,Regular,Paid Search,,,,,,5,0,0.000,0.000,0.0,0.0,548,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00005149,2025-03-08 12:14:53,2025-03-08 12:14:53,2025-03-08,2025-03-01 00:00:00,2025-03-01 00:00:00,FR,Mobile,Bargain,Social,,,,,,1,0,0.000,0.000,0.0,0.0,548,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00014113,2025-03-09 01:01:26,2025-03-09 01:01:26,2025-03-09,2025-03-01 00:00:00,2025-03-01 00:00:00,DE,Mobile,Regular,Direct,,,,,,5,0,0.000,0.000,0.0,0.0,547,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00017780,2025-03-09 01:16:17,2025-03-09 01:16:17,2025-03-09,2025-03-01 00:00:00,2025-03-01 00:00:00,CA,Mobile,Bargain,Paid Search,,,,,,1,0,0.000,0.000,0.0,0.0,547,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00006587,2025-03-09 07:53:35,2025-03-09 07:53:35,2025-03-09,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Mobile,VIP,Paid Search,,,,,,7,0,0.000,0.000,0.0,0.0,547,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00001279,2025-03-09 11:19:50,2025-03-09 11:19:50,2025-03-09,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Mobile,Regular,Direct,,,,,,4,0,0.000,0.000,0.0,0.0,547,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00019884,2025-03-09 18:46:53,2025-03-09 18:46:53,2025-03-09,2025-03-01 00:00:00,2025-03-01 00:00:00,UK,Desktop,Regular,Direct,,,,,,3,0,0.000,0.000,0.0,0.0,547,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00006745,2025-03-09 20:26:59,2025-03-09 20:26:59,2025-03-09,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Mobile,Regular,Social,,,,,,6,0,0.000,0.000,0.0,0.0,547,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00007173,2025-03-10 06:24:27,2025-03-10 06:24:27,2025-03-10,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Desktop,Regular,Organic Search,,,,,,4,0,0.000,0.000,0.0,0.0,546,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00019317,2025-03-10 17:33:47,2025-03-10 17:33:47,2025-03-10,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Desktop,Regular,Social,,,,,,3,0,0.000,0.000,0.0,0.0,546,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00020792,2025-03-10 17:57:59,2025-03-10 17:57:59,2025-03-10,2025-03-01 00:00:00,2025-03-01 00:00:00,CA,Desktop,Bargain,Organic Search,,,,,,1,0,0.000,0.000,0.0,0.0,546,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00014421,2025-03-10 19:29:08,2025-03-10 19:29:08,2025-03-10,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Mobile,Regular,Organic Search,,,,,,4,0,0.000,0.000,0.0,0.0,546,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00023973,2025-03-10 21:09:05,2025-03-10 21:09:05,2025-03-10,2025-03-01 00:00:00,2025-03-01 00:00:00,UK,Tablet,Regular,Direct,,,,,,3,0,0.000,0.000,0.0,0.0,546,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00004327,2025-03-10 21:51:35,2025-03-10 21:51:35,2025-03-10,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Desktop,Regular,Direct,,,,,,3,0,0.000,0.000,0.0,0.0,546,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00022616,2025-03-11 02:19:00,2025-03-11 02:19:00,2025-03-11,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Mobile,Regular,Direct,,,,,,3,0,0.000,0.000,0.0,0.0,545,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00004856,2025-03-11 09:24:30,2025-03-11 09:24:30,2025-03-11,2025-03-01 00:00:00,2025-03-01 00:00:00,CA,Desktop,Regular,Direct,,,,,,3,0,0.000,0.000,0.0,0.0,545,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00018020,2025-03-11 14:39:29,2025-03-11 14:39:29,2025-03-11,2025-03-01 00:00:00,2025-03-01 00:00:00,UK,Mobile,Bargain,Paid Search,,,,,,3,0,0.000,0.000,0.0,0.0,545,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00021301,2025-03-11 18:45:33,2025-03-11 18:45:33,2025-03-11,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Mobile,Regular,Paid Search,,,,,,5,0,0.000,0.000,0.0,0.0,545,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00024263,2025-03-11 20:23:40,2025-03-11 20:23:40,2025-03-11,2025-03-01 00:00:00,2025-03-01 00:00:00,UK,Mobile,Regular,Email,,,,,,3,0,0.000,0.000,0.0,0.0,545,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00029502,2025-03-11 22:52:43,2025-03-11 22:52:43,2025-03-11,2025-03-01 00:00:00,2025-03-01 00:00:00,UK,Tablet,Bargain,Email,,,,,,2,0,0.000,0.000,0.0,0.0,545,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00009102,2025-03-12 04:06:57,2025-03-12 04:06:57,2025-03-12,2025-03-01 00:00:00,2025-03-01 00:00:00,UK,Mobile,Regular,Paid Search,,,,,,5,0,0.000,0.000,0.0,0.0,544,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00017743,2025-03-12 10:13:39,2025-03-12 10:13:39,2025-03-12,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Desktop,Regular,Paid Search,,,,,,6,0,0.000,0.000,0.0,0.0,544,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00011228,2025-03-12 19:08:52,2025-03-12 19:08:52,2025-03-12,2025-03-01 00:00:00,2025-03-01 00:00:00,CA,Tablet,Regular,Direct,,,,,,1,0,0.000,0.000,0.0,0.0,544,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00013353,2025-03-12 20:13:58,2025-03-12 20:13:58,2025-03-12,2025-03-01 00:00:00,2025-03-01 00:00:00,US,Mobile,Bargain,Paid Search,,,,,,1,0,0.000,0.000,0.0,0.0,544,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
